tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	bed_dip	bed_dip_direction	citations	composite_depth	conglomerate_test	contact_test	core_depth	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	elevation	external_database_ids	geographic_precision	geologic_classes	geologic_types	height	instrument_codes	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	int_n_specimens	lat	lithologies	location	lon	magn_mass	magn_volume	method_codes	paleolat	paleolon	result_quality	result_type	samples	scientists	site	site_alternatives	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
0.69			0.35	Ma				Tkhoa 1983						76; 76:LK 24 30, VADM calculated using present site lat.														PINT[1035]		Igneous	Not Specified			0.0000605	0.0000045	7.4		2	13.9	Basalt	Vietnam	107.9			LP-PI-IZ:LT-AF-Z:LP-PI-TRM	13.9			i			76_LK 24 30				1.44E+23	2									
0.69			0.35	Ma				Tkhoa 1983						76; 76:SC 30 37 41, VADM calculated using present site lat.														PINT[1038]		Igneous	Not Specified			0.000041	0.000003	7.3		2	13.5	Basalt	Vietnam	109.2			LP-PI-IZ:LT-AF-Z:LP-PI-TRM	13.5			i			76_SC 30 37 41				9.81E+22	2									
0.69			0.35	Ma				Tkhoa 1983						76; 76:XL 42 43, VADM calculated using present site lat.														PINT[1039]		Igneous	Not Specified			0.000037	0.000004	10.8		2	10.9	Basalt	Vietnam	107.2			LP-PI-IZ:LT-AF-Z:LP-PI-TRM	10.9			i			76_XL 42 43				9.08E+22	2									
0.53			0.16	Ma				Tunyi 1986						77; 77:332, VADM calculated using present site lat.														PINT[1043]		Igneous	Not Specified			0.0000273	0.0000024	8.8		2	48	Not Specified	Slovakia	19			LP-PI-TRM	48			i			77_332				4.32E+22	2									
0.79				Ma				Quidelleur & Valet 1996						119; 119:LL113, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1701]		Extrusive:Igneous	Lava Flow			0.0000076	100	100		1	-17.8	Not Specified	Canary Islands	28.7			LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LL113				1.73E+22	1		1.96E+22	1		10.4	7	35.8	106.8	
0.8				Ma				Quidelleur & Valet 1996						119; 119:LL121, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1702]		Extrusive:Igneous	Lava Flow			0.000046	100	100		1	-17.8	Not Specified	Canary Islands	28.7			DA-ALT-V:LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LL121				1.05E+23	1		1.01E+23	1		10.8	5.8	51.1	28	
0.82				Ma				Quidelleur & Valet 1996						119; 119:LL132, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1706]		Extrusive:Igneous	Lava Flow			0.0000038	0.0000011	28.9		2	-17.8	Not Specified	Canary Islands	28.7			LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LL132				8.67E+21	2	2.51E+21	9.62E+21	2	2.79E+21	9	5.9	-46.9	150	
0.82				Ma				Quidelleur & Valet 1996						119; 119:LL135, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1709]		Extrusive:Igneous	Lava Flow			0.0000408	100	100		1	-17.8	Not Specified	Canary Islands	28.7			LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LL135				9.31E+22	1		8.33E+22	1		7	3.3	-45.4	216.1	
0.82				Ma				Quidelleur & Valet 1996						119; 119:LL138, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1710]		Extrusive:Igneous	Lava Flow			0.0000225	100	100		1	-17.8	Not Specified	Canary Islands	28.7			DA-ALT-V:LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LL138				5.13E+22	1		5.2E+22	1		11.4	6.6	-47.2	246.5	
0.68			0.1	Ma				Quidelleur & Valet 1996						119; 119:LS110, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1713]		Extrusive:Igneous	Lava Flow			0.0000213	0.0000017	8		2	-17.8	Not Specified	Canary Islands	28.7			LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LS110				4.86E+22	2	3.88E+21	4.06E+22	2	3.24E+21	10.9	4.6	40.2	33.9	
0.88			0.1	Ma				Quidelleur & Valet 1996						119; 119:LS113/114, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1716]		Extrusive:Igneous	Lava Flow			0.0000051	0.000001	19.6		4	-17.8	Not Specified	Canary Islands	28.7			LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LS113/114				1.16E+22	4	2.28E+21	7.58E+21	4	1.49E+21	18	4	-13.3	192.7	
0.88			0.1	Ma				Quidelleur & Valet 1996						119; 119:LS118, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1717]		Extrusive:Igneous	Lava Flow			0.0000077	0.000001	13		2	-17.8	Not Specified	Canary Islands	28.7			DA-ALT-V:LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LS118				1.76E+22	2	2.28E+21	1.99E+22	2	2.58E+21	3.4	2.3	-59.2	268.7	
0.88			0.1	Ma				Quidelleur & Valet 1996						119; 119:LS120, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1719]		Extrusive:Igneous	Lava Flow			0.0000254	0.0000047	18.5		2	-17.8	Not Specified	Canary Islands	28.7			DA-ALT-V:LP-PI-ALT-PTRM:LP-PI-TRM	-17.8			i			119_LS120				5.79E+22	2	1.07E+22	5.78E+22	2	1.07E+22	9.2	5.2	-52.8	224.4	
1			0.3	Ma				Bol'shakov & Solodovnikov 1969						11; 11:Karbi2, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[146]		Metamorphic	Baked Contact			0.0000467	0.0000008	1.7		10	40.3	Not Specified	karbi	44.4			LP-PI-TRM	40.3			i			11_Karbi2				8.03E+22	10	1.38E+21	7.97E+22	10	1.37E+21	0	0	82.8	322.2	
0.00941			0.00023	Ma				Gonzalez et al. 1997						120; 120:M-02, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1721]		Extrusive:Igneous	Lava Flow			0.0000492	0.0000097	19.7		5	19.67	Not Specified	Mexico	258.02			LP-PI-ALT:LP-PI-TRM	19.67			i			120_M-02				1.1E+23	5	2.16E+22	1.25E+23	5	2.47E+22	5.1	3.6	46.6	1.4	
0.0047			0.0002	Ma				Gonzalez et al. 1997						120; 120:M-06, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1723]		Extrusive:Igneous	Lava Flow			0.0000529	0.0000042	7.9		6	19.57	Not Specified	Mexico	257.1			LP-PI-ALT:LP-PI-TRM	19.57			i			120_M-06				1.18E+23	6	9.38E+21	1.12E+23	6	8.88E+21	5.5	2.9	14.8	326.6	
0.01			0.00043	Ma				Gonzalez et al. 1997						120; 120:M-10, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1725]		Extrusive:Igneous	Lava Flow			0.000044	0.0000071	16.1		5	19.71	Not Specified	Mexico	258.58			LP-PI-ALT:LP-PI-TRM	19.71			i			120_M-10				9.81E+22	5	1.58E+22	7.69E+22	5	1.24E+22	8.2	3.1	64	220.5	
0.11			0.004	Ma				Laj et al. 1997						121; 121:G10, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1733]		Extrusive:Igneous	Lava Flow			0.0000369	100	100		1	38.4	Not Specified	Italy	15.3			LP-PI-ALT-PTRM:LP-PI-TRM	38.4			i			121_G10				6.48E+22	1		7.29E+22	1		3.5	3.2	78.5	233	
0.01			0.001	Ma				Laj et al. 1997						121; 121:VU01, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1737]		Extrusive:Igneous	Lava Flow			0.0000295	100	100		1	38.4	Not Specified	Italy	15.3			LP-PI-ALT-PTRM:LP-PI-TRM	38.4			i			121_VU01				5.18E+22	1		5.57E+22	1		0	0	83.7	219.1	
0.1			0.005	Ma				Laj et al. 1997						121; 121:VU25, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1745]		Extrusive:Igneous	Lava Flow			0.0000264	0.0000058	22		3	38.4	Not Specified	Italy	15.3			LP-PI-ALT-PTRM:LP-PI-TRM	38.4			i			121_VU25				4.64E+22	3	1.02E+22	5.62E+22	3	1.24E+22	3.5	3.7	73.9	173.9	
0.1			0.005	Ma				Laj et al. 1997						121; 121:VU28, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1748]		Extrusive:Igneous	Lava Flow			0.0000374	0.0000002	0.5		2	38.4	Not Specified	Italy	15.3			LP-PI-ALT-PTRM:LP-PI-TRM	38.4			i			121_VU28				6.57E+22	2	3.51E+20	7.41E+22	2	3.96E+20	7.5	6.9	75.7	247.5	
0.03			0.01	Ma				Tanaka et al. 1997						123; 123:NR01, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1758]		Extrusive:Igneous	Lava Flow			0.0000467	0.0000063	13.5		3	-39.3	Not Specified	New Zealand	175.6			LP-PI-ALT:LP-PI-TRM	-39.3			i			123_NR01				8.12E+22	3	1.1E+22	8.92E+22	3	1.2E+22	3.7	3.3	74.9	240.2	
0.22			0.03	Ma				Tanaka et al. 1997						123; 123:NR08, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1761]		Extrusive:Igneous	Lava Flow			0.0000496	0.0000008	1.6		2	-39.2	Not Specified	New Zealand	175.6			LP-PI-ALT:LP-PI-TRM	-39.2			i			123_NR08				8.63E+22	2	1.39E+21	7.53E+22	2	1.22E+21	13	6.6	62	305.9	
0.22			0.03	Ma				Tanaka et al. 1997						123; 123:NR17, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1764]		Extrusive:Igneous	Lava Flow			0.0000201	100	100		1	-39.2	Not Specified	New Zealand	175.6			LP-PI-ALT:LP-PI-TRM	-39.2			i			123_NR17				3.5E+22	1		3.79E+22	1		3.8	3.3	67.3	257.2	
0.0022			0.0002	Ma				Boehnel et al. 1997						124; 124:Xitle, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1770]		Extrusive:Igneous	Lava Flow			0.0000726	0.0000142	19.6		51	19.3	Not Specified	Mexico	260.8			LP-PI-ALT-PTRM:LP-PI-TRM	19.3			i			124_Xitle				1.63E+23	51	3.18E+22	1.61E+23	51	3.16E+22	2	1.1	77.5	175.8	
0.00588			0.000588	Ma				Tanaka 1982						133; 133:MK2, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1850]		Extrusive:Igneous	Pyroclastite			0.0000545	0.0000039	7.2		4	36.9	Not Specified	Japan	138.2			LP-PI-ALT-PTRM:LP-PI-TRM	36.9			i			133_MK2				9.75E+22	4	6.98E+21	1.02E+23	4	7.3E+21	5.8	4.6	80.9	248.7	
0.004			0.0008	Ma				Tanaka 1982						133; 133:SB5, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1853]		Extrusive:Igneous	Lava Flow			0.0000768	0.0000095	12.4		4	35.1	Not Specified	Japan	132.6			LP-PI-ALT-PTRM:LP-PI-TRM	35.1			i			133_SB5				1.41E+23	4	1.74E+22	1.55E+23	4	1.92E+22	18	15.2	69.3	238.3	
0.34				Ma				Laj & Kissel 1999						139; 139:103, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1987]		Extrusive:Igneous	Lava Flow			0.0000494	0.0000007	1.4		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_103				1.1E+23	3	1.56E+21	1.03E+23	3	1.46E+21					
0.34				Ma				Laj & Kissel 1999						139; 139:108, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1992]		Extrusive:Igneous	Lava Flow			0.0000394	0.000003	7.6		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_108				8.78E+22	3	6.68E+21	9.49E+22	3	7.23E+21					
0.34				Ma				Laj & Kissel 1999						139; 139:113, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1997]		Extrusive:Igneous	Lava Flow			0.0000351	0.0000046	13.1		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_113				7.82E+22	3	1.03E+22	8.42E+22	3	1.1E+22					
0.35				Ma				Laj & Kissel 1999						139; 139:119, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2002]		Extrusive:Igneous	Lava Flow			0.0000198	0.0000013	6.6		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_119				4.41E+22	2	2.9E+21	4.82E+22	2	3.16E+21					
0.35				Ma				Laj & Kissel 1999						139; 139:123, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2004]		Extrusive:Igneous	Lava Flow			0.0000276	0.0000036	13		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_123				6.15E+22	2	8.02E+21	5.79E+22	2	7.55E+21					
0.35				Ma				Laj & Kissel 1999						139; 139:125, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2006]		Extrusive:Igneous	Lava Flow			0.0000372	0.0000022	5.9		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_125				8.29E+22	3	4.9E+21	7.53E+22	3	4.45E+21					
0.35				Ma				Laj & Kissel 1999						139; 139:127, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2008]		Extrusive:Igneous	Lava Flow			0.0000256	0.0000177	69.1		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_127				5.7E+22	2	3.94E+22	6.15E+22	2	4.25E+22					
0.36				Ma				Laj & Kissel 1999						139; 139:131, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2012]		Extrusive:Igneous	Lava Flow			0.0000502	0.0000012	2.4		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_131				1.12E+23	2	2.67E+21	1.09E+23	2	2.6E+21					
0.36				Ma				Laj & Kissel 1999						139; 139:134, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2014]		Extrusive:Igneous	Lava Flow			0.0000431	0.0000023	5.3		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_134				9.6E+22	3	5.12E+21	9.91E+22	3	5.29E+21					
0.36				Ma				Laj & Kissel 1999						139; 139:137, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2016]		Extrusive:Igneous	Lava Flow			0.000052	0.0000081	15.6		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_137				1.16E+23	3	1.8E+22	1.13E+23	3	1.75E+22					
0.36				Ma				Laj & Kissel 1999						139; 139:143, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2022]		Extrusive:Igneous	Lava Flow			0.000062	0.0000086	13.9		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_143				1.38E+23	3	1.92E+22	1.42E+23	3	1.97E+22					
0.36				Ma				Laj & Kissel 1999						139; 139:145, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2024]		Extrusive:Igneous	Lava Flow			0.0000423	0.0000012	2.8		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_145				9.42E+22	2	2.67E+21	9.64E+22	2	2.74E+21					
0.37				Ma				Laj & Kissel 1999						139; 139:147, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2026]		Extrusive:Igneous	Lava Flow			0.0000585	100	100		1	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_147				1.3E+23	1		1.07E+23	1						
0.37				Ma				Laj & Kissel 1999						139; 139:149, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2028]		Extrusive:Igneous	Lava Flow			0.0000402	0.000004	10		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_149				8.96E+22	3	8.91E+21	9.79E+22	3	9.74E+21					
0.37				Ma				Laj & Kissel 1999						139; 139:150, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2029]		Extrusive:Igneous	Lava Flow			0.0000354	0.0000059	16.7		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_150				7.89E+22	2	1.31E+22	8.72E+22	2	1.45E+22					
0.37				Ma				Laj & Kissel 1999						139; 139:151, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2030]		Extrusive:Igneous	Lava Flow			0.0000296	0.0000039	13.2		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_151				6.59E+22	3	8.69E+21	6.81E+22	3	8.97E+21					
0.37				Ma				Laj & Kissel 1999						139; 139:154, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2033]		Extrusive:Igneous	Lava Flow			0.000038	100	100		1	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_154				8.47E+22	1		8.75E+22	1						
0.38				Ma				Laj & Kissel 1999						139; 139:167, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2044]		Extrusive:Igneous	Lava Flow			0.0000579	0.0000019	3.3		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_167				1.29E+23	3	4.23E+21	1.45E+23	3	4.75E+21					
0.38				Ma				Laj & Kissel 1999						139; 139:171, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2048]		Extrusive:Igneous	Lava Flow			0.0000295	100	100		1	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_171				6.57E+22	1		6.45E+22	1						
0.38				Ma				Laj & Kissel 1999						139; 139:172, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2049]		Extrusive:Igneous	Lava Flow			0.0000409	0.0000035	8.6		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_172				9.11E+22	3	7.8E+21	7.44E+22	3	6.37E+21					
0.39				Ma				Laj & Kissel 1999						139; 139:182, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2058]		Extrusive:Igneous	Lava Flow			0.000032	0.0000009	2.8		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_182				7.13E+22	3	2.01E+21	8.22E+22	3	2.31E+21					
0.03				Ma				Laj & Kissel 1999						139; 139:19:00, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1929]		Extrusive:Igneous	Lava Flow			0.0000373	0.0000105	28.2		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_19				8.31E+22	3	2.34E+22	7.28E+22	3	2.05E+22					
0.39				Ma				Laj & Kissel 1999						139; 139:191, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2064]		Extrusive:Igneous	Lava Flow			0.0000353	0.0000034	9.6		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_191				7.86E+22	2	7.57E+21	8.38E+22	2	8.07E+21					
0.39				Ma				Laj & Kissel 1999						139; 139:195, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2067]		Extrusive:Igneous	Lava Flow			0.0000448	0.0000076	17		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_195				9.98E+22	2	1.69E+22	1.07E+23	2	1.82E+22					
0.4				Ma				Laj & Kissel 1999						139; 139:202, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2073]		Extrusive:Igneous	Lava Flow			0.0000246	0.0000027	11		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_202				5.48E+22	3	6.02E+21	5.53E+22	3	6.07E+21					
0.4				Ma				Laj & Kissel 1999						139; 139:205, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2076]		Extrusive:Igneous	Lava Flow			0.0000438	0.0000006	1.4		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_205				9.76E+22	2	1.34E+21	1.06E+23	2	1.45E+21					
0.4				Ma				Laj & Kissel 1999						139; 139:210, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2081]		Extrusive:Igneous	Lava Flow			0.0000327	0.0000052	15.9		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_210				7.28E+22	3	1.16E+22	7.21E+22	3	1.15E+22					
0.41				Ma				Laj & Kissel 1999						139; 139:213, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2084]		Extrusive:Igneous	Lava Flow			0.000025	0.000003	12		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_213				5.57E+22	3	6.68E+21	6.09E+22	3	7.3E+21					
0.41				Ma				Laj & Kissel 1999						139; 139:226, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[2095]		Extrusive:Igneous	Lava Flow			0.0000165	100	100		1	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_226				3.68E+22	1		3.65E+22	1						
0.05				Ma				Laj & Kissel 1999						139; 139:27:00, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1932]		Extrusive:Igneous	Lava Flow			0.0000153	0.0000024	15.7		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_27				3.41E+22	2	5.35E+21	2.89E+22	2	4.53E+21					
0.06				Ma				Laj & Kissel 1999						139; 139:28:00, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1933]		Extrusive:Igneous	Lava Flow			0.0000199	0.0000031	15.6		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_28				4.43E+22	3	6.91E+21	3.52E+22	3	5.49E+21					
0.2				Ma				Laj & Kissel 1999						139; 139:54:00, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1945]		Extrusive:Igneous	Lava Flow			0.0000205	100	100		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_54				4.57E+22	3		5.17E+22	3						
0.29				Ma				Laj & Kissel 1999						139; 139:69, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1956]		Extrusive:Igneous	Lava Flow			0.0000343	0.0000044	12.8		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_69				7.64E+22	3	9.8E+21	7.37E+22	3	9.45E+21					
0.29				Ma				Laj & Kissel 1999						139; 139:70, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1957]		Extrusive:Igneous	Lava Flow			0.0000286	0.000001	3.5		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_70				6.37E+22	2	2.23E+21	6.63E+22	2	2.32E+21					
0.31				Ma				Laj & Kissel 1999						139; 139:73, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1960]		Extrusive:Igneous	Lava Flow			0.0000297	0.0000028	9.4		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_73				6.62E+22	3	6.24E+21	5.76E+22	3	5.43E+21					
0.32				Ma				Laj & Kissel 1999						139; 139:80, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1966]		Extrusive:Igneous	Lava Flow			0.0000329	0.0000005	1.5		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_80				7.33E+22	2	1.11E+21	6.61E+22	2	1E+21					
0.33				Ma				Laj & Kissel 1999						139; 139:89, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1973]		Extrusive:Igneous	Lava Flow			0.0000275	0.0000008	2.9		2	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_89				6.13E+22	2	1.78E+21	5.79E+22	2	1.68E+21					
0.33				Ma				Laj & Kissel 1999						139; 139:94, VDM recalculated by MagIC team. VADM calculated using present site lat.														PINT[1978]		Extrusive:Igneous	Lava Flow			0.0000389	0.000003	7.7		3	19.75	Not Specified	Hawaii	204.92			LP-PI-ALT-PTRM:LP-PI-TRM	19.75			i			139_94				8.67E+22	3	6.68E+21	8.85E+22	3	6.82E+21					
